Subject Key,Subject Offered Summary Key,Master Subject Key,Composite Subject Key,Term Code,Master Course Number,Master Course Number Sort,Master Course Number Desc,Master Subject Id,Master Subject Id Sort,Course Number,Course Number Sort,Course Number Desc,Subject Id,Subject Id Sort,Subject Title,Section Id,Is Master Section,Is Lecture Section,Is Lab Section,Is Recitation Section,Is Design Section,Offer Dept Code,Offer Dept Name,Offer School Name,Responsible Faculty Name,Responsible Faculty Mit Id,Meet Time,Meet Place,Cluster Type,Cluster Type Desc,Cluster List,Hgn Code,Hgn Code Desc,Form Type,Form Type Desc,Subject Enrollment Number,Section Enrollment Number,Cluster Enrollment Number,Evaluate This Subject,Is Ose Subject,Is Created By Data Warehouse,Subject Grouping Key,Warehouse Load Date,Num Enrolled Students,Subject Summary Key,Is Repeatable Subject
HAA19820001998SP,HAA.19821998SP,HAA00000001998SP,HAA.00001998SP,1998SP,HAA,HAA,"Harvard, Arts and Sciences",HAA.0000,HAA.0000,HAA,HAA,"Harvard, Arts and Sciences",HAA.1982,HAA.1982,Russian Politics in Transition,0,Y,N,N,N,N,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,,,S,SWE: School-Wide Electives,,H,Higher level graduate program,,,0,,,N,,N,,5/8/01 0:00,0,HAA.19821998SP,N
21F0180001998SP,21F.0181998SP,21F0180001998SP,21F.0181998SP,1998SP,21F,21F,Foreign Languages/Literatures,21F.018,21F.018,21F,21F,Foreign Languages/Literatures,21F.018,21F.018,Bilingualism,0,Y,N,N,N,N,21F,Foreign Languages/Literatures,"Hum, Arts & Social Sciences",,,,,,,,N,Not for graduate credit,,,18,18,,N,,N,86CD64959D030327E0440003BACE90BC,5/8/01 0:00,18,21F.0181998SP,N
21F0220001998SP,21F.0221998SP,21F0220001998SP,21F.0221998SP,1998SP,21F,21F,Foreign Languages/Literatures,21F.022,21F.022,21F,21F,Foreign Languages/Literatures,21F.022,21F.022,Internatl Women's Voices,0,Y,N,N,N,N,21F,Foreign Languages/Literatures,"Hum, Arts & Social Sciences",,,,,J,Joint subject,"21F.022, SP.431",N,Not for graduate credit,,,25,25,27,N,,N,86CD64959D040327E0440003BACE90BC,5/8/01 0:00,25,21F.0221998SP,N
21F040L011998SP,21F.0401998SP,21F040L011998SP,21F.0401998SP,1998SP,21F,21F,Foreign Languages/Literatures,21F.040,21F.040,21F,21F,Foreign Languages/Literatures,21F.040,21F.040,Intro: Chinese Classic Fiction,L01,N,Y,N,N,N,21F,Foreign Languages/Literatures,"Hum, Arts & Social Sciences",,,R EVE (7-9.30 PM),0.00E+00,,,,N,Not for graduate credit,,,,,,N,,N,86CD64959D060327E0440003BACE90BC,5/8/01 0:00,0,21F.0401998SP,N
21F0510001998SP,21F.0511998SP,21F0510001998SP,21F.0511998SP,1998SP,21F,21F,Foreign Languages/Literatures,21F.051,21F.051,21F,21F,Foreign Languages/Literatures,21F.051,21F.051,Topics in French Film,0,Y,N,N,N,N,21F,Foreign Languages/Literatures,"Hum, Arts & Social Sciences",,,,,,,,N,Not for graduate credit,,,20,20,,N,,N,86CD64959D080327E0440003BACE90BC,5/8/01 0:00,20,21F.0511998SP,Y
21F073L011998SP,21F.0731998SP,21F073L011998SP,21F.0731998SP,1998SP,21F,21F,Foreign Languages/Literatures,21F.073,21F.073,21F,21F,Foreign Languages/Literatures,21F.073,21F.073,20th-Cent Russian Literature,L01,N,Y,N,N,N,21F,Foreign Languages/Literatures,"Hum, Arts & Social Sciences",,,W EVE (7-9.30 PM),14N-313,J,Joint subject,"21F.073, 21L.484",N,Not for graduate credit,,,,,,N,,N,86CD64959D0A0327E0440003BACE90BC,5/8/01 0:00,0,21F.0731998SP,N
21F1020001998SP,21F.1021998SP,21F1020001998SP,21F.1021998SP,1998SP,21F,21F,Foreign Languages/Literatures,21F.102,21F.102,21F,21F,Foreign Languages/Literatures,21F.102,21F.102,Chinese II,0,Y,N,N,N,N,21F,Foreign Languages/Literatures,"Hum, Arts & Social Sciences","Tai, Yih-Jian",900023570,,,,,,N,Not for graduate credit,,,35,35,,N,,N,86CD64959D0C0327E0440003BACE90BC,5/8/01 0:00,35,21F.1021998SP,N
21F1040001998SP,21F.1041998SP,21F1040001998SP,21F.1041998SP,1998SP,21F,21F,Foreign Languages/Literatures,21F.104,21F.104,21F,21F,Foreign Languages/Literatures,21F.104,21F.104,Chinese IV,0,Y,N,N,N,N,21F,Foreign Languages/Literatures,"Hum, Arts & Social Sciences","Liu, Yuehua",900023782,,,,,,N,Not for graduate credit,,,34,34,,N,,N,86CD64959D0D0327E0440003BACE90BC,5/8/01 0:00,34,21F.1041998SP,N
21F104L021998SP,21F.1041998SP,21F104L021998SP,21F.1041998SP,1998SP,21F,21F,Foreign Languages/Literatures,21F.104,21F.104,21F,21F,Foreign Languages/Literatures,21F.104,21F.104,Chinese IV,L02,N,Y,N,N,N,21F,Foreign Languages/Literatures,"Hum, Arts & Social Sciences",,,MW2, 56-162,,,,N,Not for graduate credit,,,,,,N,,N,86CD64959D0D0327E0440003BACE90BC,5/8/01 0:00,0,21F.1041998SP,N
21F104R021998SP,21F.1041998SP,21F104R021998SP,21F.1041998SP,1998SP,21F,21F,Foreign Languages/Literatures,21F.104,21F.104,21F,21F,Foreign Languages/Literatures,21F.104,21F.104,Chinese IV,R02,N,N,N,Y,N,21F,Foreign Languages/Literatures,"Hum, Arts & Social Sciences",,,TR2,20C-122,,,,N,Not for graduate credit,,,,,,N,,N,86CD64959D0D0327E0440003BACE90BC,5/8/01 0:00,0,21F.1041998SP,N
21F106R011998SP,21F.1061998SP,21F106R011998SP,21F.1061998SP,1998SP,21F,21F,Foreign Languages/Literatures,21F.106,21F.106,21F,21F,Foreign Languages/Literatures,21F.106,21F.106,Advanced Chinese II,R01,N,N,N,Y,N,21F,Foreign Languages/Literatures,"Hum, Arts & Social Sciences",,,W1,  4-249,,,,N,Not for graduate credit,,,,,,N,,N,86CD64959D0E0327E0440003BACE90BC,5/8/01 0:00,0,21F.1061998SP,N
21F213L011998SP,21F.2131998SP,21F213L011998SP,21F.2131998SP,1998SP,21F,21F,Foreign Languages/Literatures,21F.213,21F.213,21F,21F,Foreign Languages/Literatures,21F.213,21F.213,English III: ESL,L01,N,Y,N,N,N,21F,Foreign Languages/Literatures,"Hum, Arts & Social Sciences",,,M3-4.30,14N-313,M,Meeting Together,"21F.213, 21F.214",N,Not for graduate credit,,,,,,N,,N,86CD64959D0F0327E0440003BACE90BC,5/8/01 0:00,0,21F.2131998SP,N
0123080001998SP,12.3081998SP,0150230001998SP,15.0231998SP,1998SP,15,15,Management,15.023,15.023,12,12,"Earth, Atmos, & Planetary Sci",12.308,12.308,Global Climate Change,0,Y,N,N,N,N,12,"Earth, Atmos & Planetary Sci",Science,"Jacoby, Henry",900026400,,,M,Meeting Together,"12.308, 12.848, 15.023",N,Not for graduate credit,,,0,,16,N,,N,86CD64959B550327E0440003BACE90BC,5/8/01 0:00,0,12.3081998SP,N
0120940001998SP,12.0941998SP,0120940001998SP,12.0941998SP,1998SP,12,12,"Earth, Atmos, & Planetary Sci",12.094,12.094,12,12,"Earth, Atmos, & Planetary Sci",12.094,12.094,Special Topics in Geophysics,0,Y,N,N,N,N,12,"Earth, Atmos & Planetary Sci",Science,,,,,,,,N,Not for graduate credit,,,0,,,N,,N,86CD64959A970327E0440003BACE90BC,5/8/01 0:00,0,12.0941998SP,Y
012330L011998SP,12.3301998SP,012330L011998SP,12.3301998SP,1998SP,12,12,"Earth, Atmos, & Planetary Sci",12.33,12.33,12,12,"Earth, Atmos, & Planetary Sci",12.33,12.33,Fluid Physics,L01,N,Y,N,N,N,12,"Earth, Atmos & Planetary Sci",Science,,,MW1.30-3, 54-1411,J,Joint subject,"8.292, 12.330",N,Not for graduate credit,,,,,,N,,N,86CD64959A9A0327E0440003BACE90BC,5/8/01 0:00,0,12.3301998SP,N
0123330001998SP,12.3331998SP,0123330001998SP,12.3331998SP,1998SP,12,12,"Earth, Atmos, & Planetary Sci",12.333,12.333,12,12,"Earth, Atmos, & Planetary Sci",12.333,12.333,Atmospheric &Ocean Circulation,0,Y,N,N,N,N,12,"Earth, Atmos & Planetary Sci",Science,"Plumb, Raymond",900006372,,,,,,N,Not for graduate credit,,,2,2,,N,,N,86CD64959A9B0327E0440003BACE90BC,5/8/01 0:00,2,12.3331998SP,N
012338L011998SP,12.3381998SP,012818L011998SP,12.8181998SP,1998SP,12,12,"Earth, Atmos, & Planetary Sci",12.818,12.818,12,12,"Earth, Atmos, & Planetary Sci",12.338,12.338,Atmosph Data & Synoptic Meteor,L01,N,Y,N,N,N,12,"Earth, Atmos & Planetary Sci",Science,,,TR10.30-12, 54-1615,M,Meeting Together,"12.338, 12.818",N,Not for graduate credit,,,,,,N,,N,86CD64959AD90327E0440003BACE90BC,5/8/01 0:00,0,12.3381998SP,N
022540001998SP,22.541998SP,022540001998SP,22.541998SP,1998SP,22,22,Nuclear Engineering,22.54,22.54,22,22,Nuclear Engineering,22.54,22.54,Neutron Phys & Appls,0,Y,N,N,N,N,22,Nuclear Engineering,Engineering,"Zhou, Xiao-Lin",900026407,,,,,,H,Higher level graduate program,,,6,6,,N,,N,86CD649598B30327E0440003BACE90BC,5/8/01 0:00,6,22.541998SP,N
022560001998SP,22.561998SP,022560001998SP,22.561998SP,1998SP,22,22,Nuclear Engineering,22.56,22.56,22,22,Nuclear Engineering,22.56,22.56,Principles of Medical Imaging,0,Y,N,N,N,N,22,Nuclear Engineering,Engineering,"Cory, David",900005164,,,J,Joint subject,"2.761, 22.56, HST.561",H,Higher level graduate program,,,5,5,7,N,,N,86CD649598B50327E0440003BACE90BC,5/8/01 0:00,5,22.561998SP,N
022561L011998SP,22.5611998SP,HST584L011998SP,HST.5841998SP,1998SP,HST,HST,Health Sciences & Technology,HST.584,HST.584,22,22,Nuclear Engineering,22.561,22.561,Magnetic Resonance,L01,N,Y,N,N,N,22,Nuclear Engineering,Engineering,,,W EVE (7-10 PM),E25-117,J,Joint subject,"22.561, HST.584",H,Higher level graduate program,,,,,,N,,N,86CD64959DC50327E0440003BACE90BC,5/8/01 0:00,0,22.5611998SP,N
HAA20060001998SP,HAA.20061998SP,HAA00000001998SP,HAA.00001998SP,1998SP,HAA,HAA,"Harvard, Arts and Sciences",HAA.0000,HAA.0000,HAA,HAA,"Harvard, Arts and Sciences",HAA.2006,HAA.2006,Rep of Reductive Lie Groups,0,Y,N,N,N,N,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,,,S,SWE: School-Wide Electives,,H,Higher level graduate program,,,0,,,N,,N,,5/8/01 0:00,0,HAA.20061998SP,N
HAA20090001998SP,HAA.20091998SP,HAA00000001998SP,HAA.00001998SP,1998SP,HAA,HAA,"Harvard, Arts and Sciences",HAA.0000,HAA.0000,HAA,HAA,"Harvard, Arts and Sciences",HAA.2009,HAA.2009,Native Amer in 21C:Nation Bldg,0,Y,N,N,N,N,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,,,S,SWE: School-Wide Electives,,H,Higher level graduate program,,,0,,,N,,N,,5/8/01 0:00,0,HAA.20091998SP,N
0105480001998SP,10.5481998SP,HST5250001998SP,HST.5251998SP,1998SP,HST,HST,Health Sciences & Technology,HST.525,HST.525,10,10,Chemical Engineering,10.548,10.548,Transp Phenom &Tumor Pathophys,0,Y,N,N,N,N,10,Chemical Engineering,Engineering,"Jain, Rakesh",900021956,,,J,Joint subject,"10.548, HST.525",H,Higher level graduate program,,,0,,0,N,,N,86CD64959DC10327E0440003BACE90BC,5/8/01 0:00,0,10.5481998SP,N
010549L011998SP,10.5491998SP,010549L011998SP,10.5491998SP,1998SP,10,10,Chemical Engineering,10.549,10.549,10,10,Chemical Engineering,10.549,10.549,Cell and Tissue Engineering,L01,N,Y,N,N,N,10,Chemical Engineering,Engineering,,,MWF12, 66-168,,,,G,Graduate program,,,,,,N,,N,86CD64959A390327E0440003BACE90BC,5/8/01 0:00,0,10.5491998SP,N
010569L011998SP,10.5691998SP,010569L011998SP,10.5691998SP,1998SP,10,10,Chemical Engineering,10.569,10.569,10,10,Chemical Engineering,10.569,10.569,Synthesis of Polymers,L01,N,Y,N,N,N,10,Chemical Engineering,Engineering,,,MWF10, 66-154,,,,H,Higher level graduate program,,,,,,N,,N,86CD64959A3B0327E0440003BACE90BC,5/8/01 0:00,0,10.5691998SP,N
010740001998SP,10.741998SP,002580001998SP,2.581998SP,1998SP,2,2,Mechanical Engineering,2.58,2.58,10,10,Chemical Engineering,10.74,10.74,Radiative Transfer,0,Y,N,N,N,N,10,Chemical Engineering,Engineering,"Qiu, Taiqing",900029899,,,J,Joint subject,"2.58, 10.74",H,Higher level graduate program,,,0,,7,N,,N,86CD649597AE0327E0440003BACE90BC,5/8/01 0:00,0,10.741998SP,N
010800001998SP,10.801998SP,010800001998SP,10.801998SP,1998SP,10,10,Chemical Engineering,10.8,10.8,10,10,Chemical Engineering,10.8,10.8,West Point - Technology,0,Y,N,N,N,N,10,Chemical Engineering,Engineering,"Hatton, T",900025531,,,,,,H,Higher level graduate program,,,8,8,,N,,N,86CD649598480327E0440003BACE90BC,5/8/01 0:00,8,10.801998SP,N
010805L011998SP,10.8051998SP,010805L011998SP,10.8051998SP,1998SP,10,10,Chemical Engineering,10.805,10.805,10,10,Chemical Engineering,10.805,10.805,"Technology, Law, & Work Envir",L01,N,Y,N,N,N,10,Chemical Engineering,Engineering,,,M EVE (7-10 PM),E51-372,J,Joint subject,"10.805, 15.656, TPP.35",H,Higher level graduate program,,,,,,N,,N,86CD64959A3F0327E0440003BACE90BC,5/8/01 0:00,0,10.8051998SP,N
010816L011998SP,10.8161998SP,001155L011998SP,1.1551998SP,1998SP,1,1,Civil and Environmental Eng,1.155,1.155,10,10,Chemical Engineering,10.816,10.816,Engin Risk-Benefit Analysis,L01,N,Y,N,N,N,10,Chemical Engineering,Engineering,,,MW9.30-11,  1-390,S,SWE: School-Wide Electives,"1.155, 2.943, 3.577, 6.938, 10.816, 13.621, 16.862, 22.82",H,Higher level graduate program,,,,,,N,,N,86CD6495980B0327E0440003BACE90BC,5/8/01 0:00,0,10.8161998SP,N
01083B011998SP,10.831998SP,01083B011998SP,10.831998SP,1998SP,10,10,Chemical Engineering,10.83,10.83,10,10,Chemical Engineering,10.83,10.83,West Point -- Communication,B01,N,N,Y,N,N,10,Chemical Engineering,Engineering,,,*TO BE ARRANGED,,,,,H,Higher level graduate program,,,,,,N,,N,86CD6495984B0327E0440003BACE90BC,5/8/01 0:00,0,10.831998SP,N
01085B011998SP,10.851998SP,01085B011998SP,10.851998SP,1998SP,10,10,Chemical Engineering,10.85,10.85,10,10,Chemical Engineering,10.85,10.85,Midland Station -- Communicatn,B01,N,N,Y,N,N,10,Chemical Engineering,Engineering,,,*TO BE ARRANGED,,,,,H,Higher level graduate program,,,,,,N,,N,86CD6495984D0327E0440003BACE90BC,5/8/01 0:00,0,10.851998SP,N
010870001998SP,10.871998SP,010870001998SP,10.871998SP,1998SP,10,10,Chemical Engineering,10.87,10.87,10,10,Chemical Engineering,10.87,10.87,Midland Station -- Communicatn,0,Y,N,N,N,N,10,Chemical Engineering,Engineering,"Hatton, T",900025531,,,,,,H,Higher level graduate program,,,9,9,,N,,N,86CD6495984F0327E0440003BACE90BC,5/8/01 0:00,9,10.871998SP,N
0109110001998SP,10.9111998SP,0109110001998SP,10.9111998SP,1998SP,10,10,Chemical Engineering,10.911,10.911,10,10,Chemical Engineering,10.911,10.911,Independent Research Problem,0,Y,N,N,N,N,10,Chemical Engineering,Engineering,"Mohr, Michael",900024889,,,,,,N,Not for graduate credit,,,0,,,N,,N,86CD64959A410327E0440003BACE90BC,5/8/01 0:00,0,10.9111998SP,Y
0109600001998SP,10.9601998SP,0109600001998SP,10.9601998SP,1998SP,10,10,Chemical Engineering,10.96,10.96,10,10,Chemical Engineering,10.96,10.96,Seminar: Polymer Sci & Tech,0,Y,N,N,N,N,10,Chemical Engineering,Engineering,"Rubner, Michael",900003595,,,J,Joint subject,"3.903, 10.960",G,Graduate program,,,10,10,34,N,,N,86CD64959A420327E0440003BACE90BC,5/8/01 0:00,10,10.9601998SP,Y
0109620001998SP,10.9621998SP,0109620001998SP,10.9621998SP,1998SP,10,10,Chemical Engineering,10.962,10.962,10,10,Chemical Engineering,10.962,10.962,Seminar in Molec Cell Engineer,0,Y,N,N,N,N,10,Chemical Engineering,Engineering,"Lauffenburger, Douglas",900036149,,,,,,G,Graduate program,,,8,8,,N,,N,86CD64959A440327E0440003BACE90BC,5/8/01 0:00,8,10.9621998SP,Y
0109740001998SP,10.9741998SP,0109740001998SP,10.9741998SP,1998SP,10,10,Chemical Engineering,10.974,10.974,10,10,Chemical Engineering,10.974,10.974,Catalysis & Reaction Eng,0,Y,N,N,N,N,10,Chemical Engineering,Engineering,"Ying, Jackie",900015995,,,,,,G,Graduate program,,,0,,,N,,N,86CD64959A480327E0440003BACE90BC,5/8/01 0:00,0,10.9741998SP,Y
010975R011998SP,10.9751998SP,010975R011998SP,10.9751998SP,1998SP,10,10,Chemical Engineering,10.975,10.975,10,10,Chemical Engineering,10.975,10.975,Sem: Polymer Sci & Eng,R01,N,N,N,Y,N,10,Chemical Engineering,Engineering,,,W12-1.30, 66-360,,,,H,Higher level graduate program,,,,,,N,,N,86CD64959A490327E0440003BACE90BC,5/8/01 0:00,0,10.9751998SP,Y
010977R011998SP,10.9771998SP,010977R011998SP,10.9771998SP,1998SP,10,10,Chemical Engineering,10.977,10.977,10,10,Chemical Engineering,10.977,10.977,Process Systems Engineering,R01,N,N,N,Y,N,10,Chemical Engineering,Engineering,,,T4-6, 66-360,,,,G,Graduate program,,,,,,N,,N,86CD64959A4B0327E0440003BACE90BC,5/8/01 0:00,0,10.9771998SP,Y
010980R011998SP,10.9801998SP,010980R011998SP,10.9801998SP,1998SP,10,10,Chemical Engineering,10.98,10.98,10,10,Chemical Engineering,10.98,10.98,Macrotransport Processes,R01,N,N,N,Y,N,10,Chemical Engineering,Engineering,,,W4.30-6, 66-160,,,,G,Graduate program,,,,,,N,,N,86CD64959A4E0327E0440003BACE90BC,5/8/01 0:00,0,10.9801998SP,Y
018999L011998SP,18.9991998SP,018999L011998SP,18.9991998SP,1998SP,18,18,Mathematics,18.999,18.999,18,18,Mathematics,18.999,18.999,Mathematical Reading,L01,N,Y,N,N,N,18,Mathematics,Science,,,*TO BE ARRANGED,,,,,G,Graduate program,,,,,,N,,N,86CD64959C5F0327E0440003BACE90BC,5/8/01 0:00,0,18.9991998SP,Y
018S60R011998SP,18.S601998SP,018S60R011998SP,18.S601998SP,1998SP,18,18,Mathematics,18.S60, 18.S60,18,18,Mathematics,18.S60, 18.S60,Fermat's Last Theorem,R01,N,N,N,Y,N,18,Mathematics,Science,,,MW3,  2-142,,,,N,Not for graduate credit,,,,,,N,,N,86CD64959C620327E0440003BACE90BC,5/8/01 0:00,0,18.S601998SP,N
020921R011998SP,20.9211998SP,020921R011998SP,20.9211998SP,1998SP,20,20,Prog in Applied Biological Sci,20.921,20.921,20,20,Prog in Applied Biological Sci,20.921,20.921,Top:App Biological Sci,R01,N,N,N,Y,N,20,Prog in Applied Biological Sci,Science,,,*TO BE ARRANGED,,,,,H,Higher level graduate program,,,,,,N,,N,86CD64959C680327E0440003BACE90BC,5/8/01 0:00,0,20.9211998SP,Y
021THTR011998SP,21.THT1998SP,021THTR011998SP,21.THT1998SP,1998SP,21,21,Humanities,21.THT, 21.THT,21,21,Humanities,21.THT, 21.THT,Hum Pre-Thesis Tutorial,R01,N,N,N,Y,N,21,Humanities,"Hum, Arts & Social Sciences",,,*TO BE ARRANGED,,,,,N,Not for graduate credit,,,,,,N,,N,86CD64959C6A0327E0440003BACE90BC,5/8/01 0:00,0,21.THT1998SP,Y
02204R011998SP,22.041998SP,02204R011998SP,22.041998SP,1998SP,22,22,Nuclear Engineering,22.04,22.04,22,22,Nuclear Engineering,22.04,22.04,Radiation Effects & Uses,R01,N,N,N,Y,N,22,Nuclear Engineering,Engineering,,,MWF10, 24-115,,,,N,Not for graduate credit,,,,,,N,,N,86CD649598AE0327E0440003BACE90BC,5/8/01 0:00,0,22.041998SP,N
022078R011998SP,22.0781998SP,02278R011998SP,22.781998SP,1998SP,22,22,Nuclear Engineering,22.78,22.78,22,22,Nuclear Engineering,22.078,22.078,Nucl Techniques:Envir Analysis,R01,N,N,N,Y,N,22,Nuclear Engineering,Engineering,,,MW11, 24-307,M,Meeting Together,"22.078, 22.78",N,Not for graduate credit,,,,,,N,,N,86CD649598B90327E0440003BACE90BC,5/8/01 0:00,0,22.0781998SP,N
022091R011998SP,22.0911998SP,022091R011998SP,22.0911998SP,1998SP,22,22,Nuclear Engineering,22.091,22.091,22,22,Nuclear Engineering,22.091,22.091,Spec Topics: Nuclear Eng,R01,N,N,N,Y,N,22,Nuclear Engineering,Engineering,,,*TO BE ARRANGED,,,,,N,Not for graduate credit,,,,,,N,,N,86CD64959C710327E0440003BACE90BC,5/8/01 0:00,0,22.0911998SP,Y
0220930001998SP,22.0931998SP,0220930001998SP,22.0931998SP,1998SP,22,22,Nuclear Engineering,22.093,22.093,22,22,Nuclear Engineering,22.093,22.093,Spec Topics: Nuclear Eng,0,Y,N,N,N,N,22,Nuclear Engineering,Engineering,"Meyer, John",900021342,,,,,,N,Not for graduate credit,,,1,1,,N,,N,86CD64959C730327E0440003BACE90BC,5/8/01 0:00,1,22.0931998SP,Y
0221030001998SP,22.1031998SP,0221030001998SP,22.1031998SP,1998SP,22,22,Nuclear Engineering,22.103,22.103,22,22,Nuclear Engineering,22.103,22.103,Microscopic Theory: Transport,0,Y,N,N,N,N,22,Nuclear Engineering,Engineering,"Molvig, Kim",900025546,,,,,,H,Higher level graduate program,,,14,14,,N,,N,86CD64959C750327E0440003BACE90BC,5/8/01 0:00,14,22.1031998SP,N
0222120001998SP,22.2121998SP,0222120001998SP,22.2121998SP,1998SP,22,22,Nuclear Engineering,22.212,22.212,22,22,Nuclear Engineering,22.212,22.212,Reactor Physics Design Method,0,Y,N,N,N,N,22,Nuclear Engineering,Engineering,"Henry, Allan",900015072,,,,,,H,Higher level graduate program,,,2,2,,N,,N,86CD64959C760327E0440003BACE90BC,5/8/01 0:00,2,22.2121998SP,N
02238L011998SP,22.381998SP,02238L011998SP,22.381998SP,1998SP,22,22,Nuclear Engineering,22.38,22.38,22,22,Nuclear Engineering,22.38,22.38,"Prob & Apps To Reli, Qua, Risk",L01,N,Y,N,N,N,22,Nuclear Engineering,Engineering,,,MW1-2.30, 38-136,,,,H,Higher level graduate program,,,,,,N,,N,86CD649598B10327E0440003BACE90BC,5/8/01 0:00,0,22.381998SP,N
001920001998FA,1.921998FA,001920001998FA,1.921998FA,1998FA,1,1,Civil and Environmental Eng,1.92,1.92,1,1,Civil and Environmental Eng,1.92,1.92,Adv Civ & Envir Eng Internship,0,Y,N,N,N,N,1,Civil and Environmental Eng,Engineering,"Buyukozturk, Oral",900017152,,,,,,G,Graduate program,,,0,,,N,,N,86CD64958FFE0327E0440003BACE90BC,5/8/01 0:00,0,1.921998FA,N
0019620001998FA,1.9621998FA,0019620001998FA,1.9621998FA,1998FA,1,1,Civil and Environmental Eng,1.962,1.962,1,1,Civil and Environmental Eng,1.962,1.962,Sp Grad Stud: Civil & Env Eng,0,Y,N,N,N,N,1,Civil and Environmental Eng,Engineering,"Stewart, Cynthia",900018738,,,,,,H,Higher level graduate program,,,10,10,,N,,N,86CD6495907D0327E0440003BACE90BC,5/8/01 0:00,10,1.9621998FA,Y
0019640001998FA,1.9641998FA,0019640001998FA,1.9641998FA,1998FA,1,1,Civil and Environmental Eng,1.964,1.964,1,1,Civil and Environmental Eng,1.964,1.964,Sp Grad Stud: Civil & Env Eng,0,Y,N,N,N,N,1,Civil and Environmental Eng,Engineering,"Martland, C",900014965,,,,,,H,Higher level graduate program,,,0,,,N,,N,86CD6495907F0327E0440003BACE90BC,5/8/01 0:00,0,1.9641998FA,Y
0019680001998FA,1.9681998FA,0019680001998FA,1.9681998FA,1998FA,1,1,Civil and Environmental Eng,1.968,1.968,1,1,Civil and Environmental Eng,1.968,1.968,Grad Studies: Civil & Env Eng,0,Y,N,N,N,N,1,Civil and Environmental Eng,Engineering,"Stewart, Cynthia",900018738,,,,,,G,Graduate program,,,2,2,,N,,N,86CD649590820327E0440003BACE90BC,5/8/01 0:00,2,1.9681998FA,Y
001978L011998FA,1.9781998FA,001978L011998FA,1.9781998FA,1998FA,1,1,Civil and Environmental Eng,1.978,1.978,1,1,Civil and Environmental Eng,1.978,1.978,Sp Grad Stud: Civ & Env Eng,L01,N,Y,N,N,N,1,Civil and Environmental Eng,Engineering,,,F3-5, 48-308,,,,G,Graduate program,,,,,,N,,N,86CD649590840327E0440003BACE90BC,5/8/01 0:00,0,1.9781998FA,Y
001980L011998FA,1.9801998FA,TPP14L011998FA,TPP.141998FA,1998FA,TPP,TPP,Technology and Policy Program,TPP.14,TPP.14,1,1,Civil and Environmental Eng,1.98,1.98,Thesis Proposal Seminar,L01,N,Y,N,N,N,1,Civil and Environmental Eng,Engineering,,,M4,E40-212,J,Joint subject,"1.980, TPP.14",H,Higher level graduate program,,,,,,N,,N,86CD649595610327E0440003BACE90BC,5/8/01 0:00,0,1.9801998FA,Y
0019910001998FA,1.9911998FA,0019910001998FA,1.9911998FA,1998FA,1,1,Civil and Environmental Eng,1.991,1.991,1,1,Civil and Environmental Eng,1.991,1.991,Spec Stud: Civil & Environ Eng,0,Y,N,N,N,N,1,Civil and Environmental Eng,Engineering,"Germaine, John",900015686,,,,,,N,Not for graduate credit,,,2,2,,N,,N,86CD649590870327E0440003BACE90BC,5/8/01 0:00,2,1.9911998FA,Y
001A02R011998FA,1.A021998FA,001A02R011998FA,1.A021998FA,1998FA,1,1,Civil and Environmental Eng,1.A02,  1.A02,1,1,Civil and Environmental Eng,1.A02,  1.A02,You Can't Get There From Here,R01,N,N,N,Y,N,1,Civil and Environmental Eng,Engineering,,,M3-5,,,,,N,Not for graduate credit,,,,,,N,,N,86CD6495908A0327E0440003BACE90BC,5/8/01 0:00,0,1.A021998FA,N
001A06R011998FA,1.A061998FA,001A06R011998FA,1.A061998FA,1998FA,1,1,Civil and Environmental Eng,1.A06,  1.A06,1,1,Civil and Environmental Eng,1.A06,  1.A06,Hispanics in Engineering,R01,N,N,N,Y,N,1,Civil and Environmental Eng,Engineering,,,*TO BE ARRANGED,,,,,N,Not for graduate credit,,,,,,N,,N,86CD6495908B0327E0440003BACE90BC,5/8/01 0:00,0,1.A061998FA,N
001NIV0001998FA,1.NIV1998FA,001NIV0001998FA,1.NIV1998FA,1998FA,1,1,Civil and Environmental Eng,1.NIV,  1.NIV,1,1,Civil and Environmental Eng,1.NIV,  1.NIV,Visiting Student Research,0,Y,N,N,N,N,1,Civil and Environmental Eng,Engineering,,,,,,,,N,Not for graduate credit,,,3,3,,N,,N,86CD6495908D0327E0440003BACE90BC,5/8/01 0:00,3,1.NIV1998FA,Y
001UR0001998FA,1.UR1998FA,001UR0001998FA,1.UR1998FA,1998FA,1,1,Civil and Environmental Eng,1.UR,  1.UR,1,1,Civil and Environmental Eng,1.UR,  1.UR,Undergraduate Research,0,Y,N,N,N,N,1,Civil and Environmental Eng,Engineering,"Whittle, Andrew",900012511,,,,,,N,Not for graduate credit,,,1,1,,N,,N,86CD64958FFF0327E0440003BACE90BC,5/8/01 0:00,1,1.UR1998FA,Y
