Fclt Building Hist Key,Fiscal Period,Fclt Building Key,Building Number,Parent Building Number,Parent Building Name,Parent Building Name Long,Building Name Long,Ext Gross Area,Assignable Area,Non Assignable Area,Site,Campus Sector,Access Level Code,Access Level Name,Building Type,Ownership Type,Building Use,Occupancy Class,Building Height,Cost Center Code,Cost Collector Key,Latitude Wgs,Longitude Wgs,Easting X Spcs,Northing Y Spcs,Building Sort,Building Named For,Building Name,Date Built,Date Acquired,Date Occupied,Warehouse Load Date,Num Of Rooms
62-201505,201505,62,62,"","","",Alumni Houses: Munroe Hayden Wood,"77,154","50,572.78","18,936.55",MIT,MAIN GROUP,2.00,2,RESIDENT,OWNED,DHOA,UGR2,51.50,1346200,1346200,42.36023,-71.08868,"767,333.95523","2,956,564.72789",62,"JAMES P. MUNROE, HENRY R. HAYDEN, KENNETH F. WOOD",ALUMNI HOUSES: MUNROE HAYDEN WOOD,03/01/30 12:00 AM,"",09/01/31 12:00 AM,12/01/14 05:12 AM,0
W85DE-201505,201505,W85DE,W85DE,"","","",Westgate DE,"9,320.91","7,417.78",904.31,MIT,WEST,2.00,2,RESIDENT,OWNED,DHOA,UGR2,31.10,1348000,1348000,42.35537,-71.10395,"763,216.46723","2,954,776.09567",W85DE,"",WESTGATE (DE),01/01/62 12:00 AM,"",08/01/63 12:00 AM,12/01/14 05:12 AM,0
1-201505,201505,1,1,"","","",Henry L Pierce Engineering Laboratory,"116,239.37","76,174.05","28,714.12",MIT,MAIN GROUP,2.00,2,ACADEMIC,OWNED,AER,UGBA3,81.40,1810100,1810100,42.35809,-71.09236,"766,344.62904","2,955,778.89929",01,HENRY L. PIERCE,PIERCE LABORATORY,12/31/13 12:00 AM,"",12/31/17 12:00 AM,12/01/14 05:12 AM,407
3-201505,201505,3,3,"","","",Richard Cockburn MacLaurin Buildings (3),"160,124.08","104,207.22","40,740.68",MIT,MAIN GROUP,2.00,2,ACADEMIC,OWNED,AER,UGBA3,85.50,1810300,1810300,42.35901,-71.0924,"766,332.16672","2,956,114.49102",03,R. C. MACLAURIN,MACLAURIN BUILDINGS (3),07/01/13 12:00 AM,"",12/31/16 12:00 AM,12/01/14 05:12 AM,535
10-201505,201505,10,10,"","","",Richard Cockburn MacLaurin Buildings (10),"143,921.25","86,504.58","42,200.19",MIT,MAIN GROUP,2.00,2,ACADEMIC,OWNED,AER,UGA3B,149.20,1811000,1811000,42.35968,-71.09202,"766,433.95508","2,956,359.30543",10,R. C. MACLAURIN,MACLAURIN BUILDINGS (10),07/01/13 12:00 AM,"",12/31/16 12:00 AM,12/01/14 05:12 AM,566
11-201505,201505,11,11,"","","",Homberg Building,"26,705.26","18,688.68","4,787.15",MIT,MAIN GROUP,2.00,2,ACADEMIC,OWNED,AER,UGB,72.50,1811100,1811100,42.35952,-71.09277,"766,229.8478","2,956,301.70881",11,RICHARD MEYER HOMBERG,HOMBERG BUILDING,06/01/27 12:00 AM,"",12/31/28 12:00 AM,12/01/14 05:12 AM,189
26-201505,201505,26,26,"","","",Karl Taylor Compton Laboratories,"133,545.12","80,689.29","42,202.87",MIT,MAIN GROUP,2.00,2,ACADEMIC,OWNED,AER,UGBA3,78.70,1812600,1812600,42.36086,-71.09115,"766,665.28283","2,956,790.64724",26,KARL TAYLOR COMPTON,COMPTON LABORATORIES,06/01/55 12:00 AM,"",02/01/57 12:00 AM,12/01/14 05:12 AM,378
18-201505,201505,18,18,"","","",Camille Edouard Dreyfus Building,"133,552.11","76,459.68","40,382.82",MIT,MAIN GROUP,2.00,2,ACADEMIC,OWNED,AER,UGB,82.50,1811800,1811800,42.36007,-71.08982,"767,026.5576","2,956,505.13722",18,CAMILLE EDOUARD DREYFUS,DREYFUS BUILDING,05/01/67 12:00 AM,"",12/15/69 12:00 AM,12/01/14 05:12 AM,512
34-201505,201505,34,34,"","","",EG&G Education Center,"26,966.05","14,658.72","9,148.25",MIT,MAIN GROUP,2.00,2,ACADEMIC,OWNED,AER,UGA3,81.30,1813400,1813400,42.36114,-71.09195,"766,449.0276","2,956,891.75916",34,"HAROLD E. EDGERTON, KENNETH H. GERMESHAUSEN, HERBERT E. GRIER",EG&G EDUCATION CENTER,12/31/82 12:00 AM,"",12/31/83 12:00 AM,12/01/14 05:12 AM,62
35-201505,201505,35,35,"","","",Sloan Laboratory,"68,012.32","41,750.9","18,801.94",MIT,MAIN GROUP,2.00,2,ACADEMIC,OWNED,AER,UGBA3,80.30,1813500,1813500,42.36038,-71.09403,"765,889.03725","2,956,613.19165",35,ALFRED P. SLOAN JR.,SLOAN LABORATORY,08/01/50 12:00 AM,"",06/01/52 12:00 AM,12/01/14 05:12 AM,249
38-201505,201505,38,38,"","","",Fairchild Buildings (38),"84,329.46","56,062.43","19,933.08",MIT,MAIN GROUP,2.00,2,ACADEMIC,OWNED,AER,UGB,91.40,1813800,1813800,42.36107,-71.09235,"766,341.43468","2,956,867.80466",38,SHERMAN M. FAIRCHILD,FAIRCHILD BUILDING (38),04/12/71 12:00 AM,"",10/01/73 12:00 AM,12/01/14 05:12 AM,329
43-201505,201505,43,43,"","","",Power Plant Annex,"10,373.95","5,443.11","4,097.66",MIT,MAIN GROUP,0.00,0,SERVICE,OWNED,OTH,UGF1,30.50,"","",42.36114,-71.09321,"766,108.42288","2,956,892.56905",43,"",POWER PLANT ANNEX,12/31/14 12:00 AM,"",08/01/16 12:00 AM,12/01/14 05:12 AM,35
48-201505,201505,48,48,"","","",Ralph M Parsons Laboratory For Water Resources & Hydrodynamics,"57,227.15","38,567.88","11,260.64",MIT,MAIN GROUP,2.00,2,ACADEMIC,OWNED,AER,UGB,64.00,1814800,1814800,42.36243,-71.09067,"766,794.3374","2,957,365.07423",48,RALPH M. PARSONS,PARSONS LABORATORY,12/31/49 12:00 AM,"",12/31/51 12:00 AM,12/01/14 05:12 AM,153
51-201505,201505,51,51,"","","",Walter C Wood Sailing Pavilion,"5,889.33","4,450.4",909.69,MIT,MAIN GROUP,2.00,2,SERVICE,OWNED,STAC,UGA3,21.30,1815100,1815100,42.35852,-71.08773,"767,594.41678","2,955,942.02996",51,WALTER C. WOOD,WOOD SAILING PAVILION,12/31/36 12:00 AM,"",12/31/37 12:00 AM,12/01/14 05:12 AM,24
E90-201505,201505,E90,E90,"","","",Building E90,"14,245.56","12,565.39",152.18,MIT,EAST,3.00,3,ACADEMIC,LEASED,AER,UGB,0.00,"","","","","","",E90,"",BUILDING E90,03/21/14 12:00 AM,"","",12/01/14 05:12 AM,79
NW12A-201505,201505,NW12A,NW12A,"","","",Nuclear Reactor Lab,382.61,311.78,0,MIT,NORTHWEST,0.00,0,ACADEMIC,OWNED,AER,UGB,0.00,"","","","","","",NW12A,"",BUILDING 12A,03/21/14 12:00 AM,"","",12/01/14 05:12 AM,1
N16C-201505,201505,N16C,N16C,"","","",Building N16C,"2,925.3",155.39,"2,705.41",MIT,NORTH,0.00,0,SERVICE,OWNED,OTH,UGU,"","","",42.3611,-71.0945,"765,761.41181","2,956,874.05308",N16C,"",BUILDING N16C,"","","",12/01/14 05:12 AM,3
N4-201505,201505,N4,N4,"","","",Albany Street Parking Garage,"143,032.14","129,868.34","5,780.48",MIT,NORTH,2.00,2,SERVICE,OWNED,GAR,UGS2,56.30,1850400,1850400,42.36203,-71.09278,"766,223.39595","2,957,217.22357",N04,"",ALBANY GARAGE,12/31/66 12:00 AM,"",10/01/66 12:00 AM,12/01/14 05:12 AM,36
NE45-201505,201505,NE45,NE45,"","","",300 Technology Square,"8,049.06","4,586.56",0,MIT,"",2.00,2,ACADEMIC,LEASED,AER,(NULL),0.00,"","","","","","",NE45,"",300 TECHNOLOGY SQUARE,03/21/14 12:00 AM,"","",12/01/14 05:12 AM,24
NW22-201505,201505,NW22,NW22,"","","",Plasma Science And Fusion Center (NW22),"50,118.21","39,243.99","5,534.67",MIT,NORTHWEST,2.00,2,ACADEMIC,OWNED,AER,UGB,33.70,1842200,1842200,42.35964,-71.09972,"764,351.12835","2,956,335.31199",NW22,"",PLASMA SCIENCE & FUSION CENTER (NW22),"","",01/17/92 12:00 AM,12/01/14 05:12 AM,152
NW86P-201505,201505,NW86P,NW86P,"","","",70 Pacific Street Dormitory Garage,"52,869.94","42,666.46","6,075.51",MIT,NORTHWEST,2.00,2,SERVICE,OWNED,GAR,UGS2,"","","","","","","",NW86P,"",70 PACIFIC STREET DORMITORY GARAGE,02/01/01 12:00 AM,"",08/01/02 12:00 AM,12/01/14 05:12 AM,32
OC1-201505,201505,OC1,OC1,"","","",Endicott House,"29,214.19","17,229.44","6,961.62",END,OFFCAMPUS,2.00,2,ACADEMIC,OWNED,OTH,UGR1A3,"","","",42.25395,-71.19365,"739,102.39365","2,917,714.92628",OC01,THE ENDICOTT FAMILY,ENDICOTT HOUSE,"",12/24/54 12:00 AM,07/01/55 12:00 AM,12/01/14 05:12 AM,185
OC11-201505,201505,OC11,OC11,"","","",1 Summer Street,"8,789.53","6,630.71",0,BOS,OFFCAMPUS,1.00,1,SERVICE,LEASED,AER,(NULL),"",1897100,1897100,"","","","",OC11,"",1 SUMMER STREET BOSTON MA,"","",01/01/08 12:00 AM,12/01/14 05:12 AM,2
OC19C-201505,201505,OC19C,OC19C,"","","",BATES LINAC: North Experimental Hall,"6,081.18","5,375.22",11.05,BATES,OFFCAMPUS,1.00,1,ACADEMIC,OWNED,AER,(NULL),"",1876000,1876000,42.59839,-70.98029,"796,100.29527","3,043,518.70983",OC19C,"",BATES LINAC: NORTH EXPERIMENTAL HALL,"","","",12/01/14 05:12 AM,4
OC19L-201505,201505,OC19L,OC19L,"","","",BATES LINAC: Warehouse #1,"2,644.67","2,299.14",0,BATES,OFFCAMPUS,1.00,1,ACADEMIC,OWNED,AER,(NULL),"",1876000,1876000,"","","","",OC19L,"",BATES LINAC: WAREHOUSE #1,"","","",12/01/14 05:12 AM,3
OC32B-201505,201505,OC32B,OC32B,"","","",Balloon House B,132.03,116.25,0,LINC,OFFCAMPUS,1.00,1,SERVICE,OWNED,OTH,(NULL),"","","","","","","",OC32B,"",BALLOON HOUSE B,"","","",12/01/14 05:12 AM,1
OC33-201505,201505,OC33,OC33,"","","",Annex 3,"12,421.75","8,671.97","2,463.49",LINC,OFFCAMPUS,1.00,1,ACADEMIC,OWNED,OTH,(NULL),"","","","","","","",OC33,"",ANNEX 3,"","","",12/01/14 05:12 AM,37
OC36A-201505,201505,OC36A,OC36A,"","","",Annex 6 Trailer,960,912.58,0,LINC,OFFCAMPUS,1.00,1,ACADEMIC,OWNED,OTH,(NULL),"","","","","","","",OC36A,"",ANNEX 6 TRAILER,"","","",12/01/14 05:12 AM,1
W61A-201505,201505,W61A,W61A,W61,MACGREGOR HOUSE,Frank S MacGregor House,Frank S MacGregor House (Wing A),"12,634.2","7,778.22","2,879.06",MIT,WEST,2.00,2,RESIDENT,OWNED,DHOA,UGR2,"","","","","","","",W61A,"",MACGREGOR HOUSE (A),"","","",12/01/14 05:12 AM,95
W61F-201505,201505,W61F,W61F,W61,MACGREGOR HOUSE,Frank S MacGregor House,Frank S MacGregor House (Wing F),"12,611.59","8,337.02","1,778.93",MIT,WEST,2.00,2,RESIDENT,OWNED,DHOA,UGR2,"","","","","","","",W61F,"",MACGREGOR HOUSE (F),"","","",12/01/14 05:12 AM,102
W79-201505,201505,W79,W79,"","","",Simmons Hall,"191,189.7","94,212.61","67,667.38",MIT,WEST,2.00,2,RESIDENT,OWNED,DHOA,UGR2,100.60,1347600,1347600,42.35711,-71.10152,"763,869.57443","2,955,411.05508",W79,RICHARD P. SIMMONS '53,SIMMONS HALL,12/01/00 12:00 AM,"",08/20/02 12:00 AM,12/01/14 05:12 AM,909
W85D-201505,201505,W85D,W85D,W85DE,WESTGATE (DE),Westgate DE,Westgate D Married Student Housing,"4,667.7","3,713.09",454.55,MIT,WEST,2.00,2,RESIDENT,OWNED,DHOA,(NULL),"","","","","","","",W85D,"",WESTGATE (D),"","","",12/01/14 05:12 AM,10
W85F-201505,201505,W85F,W85F,W85FG,WESTGATE (FG),Westgate FG,Westgate F Married Student Housing,"4,667.7","3,713.09",454.55,MIT,WEST,2.00,2,RESIDENT,OWNED,DHOA,(NULL),"","","","","","","",W85F,"",WESTGATE (F),"","","",12/01/14 05:12 AM,10
W85ABC-201505,201505,W85ABC,W85ABC,"","","",Westgate ABC,"13,983.54","11,133.38","1,362.34",MIT,WEST,2.00,2,RESIDENT,OWNED,DHOA,UGR2,30.60,1348000,1348000,42.35498,-71.1039,"763,229.88142","2,954,632.97828",W85ABC,"",WESTGATE (ABC),01/01/62 12:00 AM,"",08/01/63 12:00 AM,12/01/14 05:12 AM,0
W85FG-201505,201505,W85FG,W85FG,"","","",Westgate FG,"9,320.91","7,417.78",904.31,MIT,WEST,2.00,2,RESIDENT,OWNED,DHOA,UGR2,31.10,1348000,1348000,42.35562,-71.1036,"763,310.04989","2,954,867.0569",W85FG,"",WESTGATE (FG),01/01/62 12:00 AM,"",08/01/63 12:00 AM,12/01/14 05:12 AM,0
12A-201505,201505,12A,12A,"","","",Building 12A,"1,122.97",451.37,463.83,MIT,MAIN GROUP,0.00,0,SERVICE,OWNED,AER,UGHH,13.00,1811200,1811200,42.36014,-71.09117,"766,661.9201","2,956,530.56508",12A,"",WASTE CHEMICAL STORAGE,12/31/16 12:00 AM,"",12/31/17 12:00 AM,12/01/14 05:12 AM,3
14N-201505,201505,14N,14N,14,HAYDEN MEMORIAL LIBRARY,Charles Hayden Memorial Library,Charles Hayden Memorial Library (North Wing),"37,006.11","20,979.04","11,550.51",MIT,MAIN GROUP,2.00,2,ACADEMIC,OWNED,AER,(NULL),"","","","","","","",14N,"",HAYDEN MEMORIAL LIBRARY (N),"","","",12/01/14 05:12 AM,188
E70-201505,201505,E70,E70,"","","",Badger Building,"34,914.58","29,048.64",0,MIT,EAST,2.00,2,SERVICE,LEASED,OTH,UGB,226.70,1827000,1827000,42.36275,-71.08346,"768,740.19956","2,957,489.92339",E70,"",BADGER BUILDING,"","",10/01/95 12:00 AM,12/01/14 05:12 AM,171
EE20-201505,201505,EE20,EE20,"","","",Building EE20,"31,093.51","28,090.6",424.97,MIT,EASTEAST,3.00,3,ACADEMIC,LEASED,AER,UGB,0.00,"","","","","","",EE20,"",BUILDING EE20,03/21/14 12:00 AM,"","",12/01/14 05:12 AM,143
NW14-201505,201505,NW14,NW14,"","","",Francis Bitter Magnet Laboratory (NW14),"144,973.33","103,477.64","30,884.31",MIT,NORTHWEST,2.00,2,ACADEMIC,OWNED,AER,UGB,75.70,1841400,1841400,42.35963,-71.0979,"764,844.19426","2,956,335.24659",NW14,DR. FRANCIS BITTER,FRANCIS BITTER MAGNET LAB (NW14),12/31/13 12:00 AM,12/22/58 12:00 AM,09/01/62 12:00 AM,12/01/14 05:12 AM,399
W11-201505,201505,W11,W11,"","","",Religious Activities Center,"13,590.41","7,922.29","4,152.3",MIT,WEST,2.00,2,SERVICE,OWNED,STAC,UGB,16.40,1831100,1831100,42.35826,-71.09354,"766,025.78985","2,955,841.21883",W11,"",RELIGIOUS ACTIVITIES CENTER,12/31/36 12:00 AM,02/01/66 12:00 AM,01/01/67 12:00 AM,12/01/14 05:12 AM,63
W4-201505,201505,W4,W4,"","","",Stanley McCormick Hall,"128,989.56","66,792.4","43,493.47",MIT,WEST,2.00,2,RESIDENT,OWNED,DHOA,UGR2,89.20,1346800,1346800,42.35718,-71.09442,"765,787.85673","2,955,447.20288",W04,STANLEY MCCORMICK,MCCORMICK HALL,03/01/62 12:00 AM,"",09/01/63 12:00 AM,12/01/14 05:12 AM,562
OC19K-201505,201505,OC19K,OC19K,"","","",BATES LINAC: Vault & Tunnel Gallery,"55,607.34","40,136.19","4,760.49",BATES,OFFCAMPUS,1.00,1,ACADEMIC,OWNED,AER,(NULL),"",1876000,1876000,"","","","",OC19K,"",BATES LINAC: VAULT & TUNNEL GALLERY,"","","",12/01/14 05:12 AM,45
OC40-201505,201505,OC40,OC40,"","","",MASS GREEN HIGH PERFORMANCE COMPUTING CENTER,"1,469.02","1,469.03",0,HOLYOKE,OFFCAMPUS,3.00,3,SERVICE,LEASED,AER,(NULL),0.00,"","","","","","",OC40,"",MASS GREEN HIGH PERFORMANCE COMPUTING CENTER,03/21/14 12:00 AM,"",11/01/12 12:00 AM,12/01/14 05:12 AM,4
W32-201505,201505,W32,W32,"","","",David Flett du Pont Athletic Center,"46,574.18","26,203.69","15,253.71",MIT,WEST,2.00,2,SERVICE,OWNED,STAC,UGBA3,36.10,1833200,1833200,42.35937,-71.09513,"765,591.99335","2,956,242.69534",W32,DAVID FLETT DUPONT,DU PONT ATHLETIC CENTER,02/01/58 12:00 AM,"",10/01/59 12:00 AM,12/01/14 05:12 AM,89
W33-201505,201505,W33,W33,"","","",Rockwell Athletic Cage,"34,427.72","32,379.24",594.57,MIT,WEST,2.00,2,SERVICE,OWNED,STAC,UGA3,22.80,1833300,1833300,42.3592,-71.09597,"765,365.72624","2,956,180.88855",W33,JOHN ARNOLD ROCKWELL M.D.,ROCKWELL CAGE,07/01/47 12:00 AM,"",06/01/48 12:00 AM,12/01/14 05:12 AM,7
W34-201505,201505,W34,W34,"","","",Johnson Athletics Center,"109,397.67","82,318.33","20,654.76",MIT,WEST,2.00,2,SERVICE,OWNED,STAC,UGA3,37.90,1833400,1833400,42.3586,-71.09653,"765,215.96003","2,955,959.32414",W34,HOWARD WESLEY JOHNSON,JOHNSON ATHLETICS CENTER,07/01/79 12:00 AM,"",10/01/80 12:00 AM,12/01/14 05:12 AM,73
W53-201505,201505,W53,W53,"","","",J B Carr Indoor Tennis Facility,"25,692.9","24,982.22",0,MIT,WEST,2.00,2,SERVICE,OWNED,STAC,UGB,39.00,"","",42.35692,-71.0978,"764,874.46958","2,955,348.20624",W53,JASPER B. CARR,CARR INDOOR TENNIS FACILITY,04/01/71 12:00 AM,"",12/31/71 12:00 AM,12/01/14 05:12 AM,1
W59-201505,201505,W59,W59,"","","",Heinz Building,"36,051.39","24,909.41","6,977.47",MIT,WEST,2.00,2,SERVICE,OWNED,AER,UGB,33.50,1835900,1835900,42.35811,-71.09955,"764,400.30265","2,955,776.82131",W59,"",HEINZ BUILDING,12/31/15 12:00 AM,04/30/68 12:00 AM,12/31/79 12:00 AM,12/01/14 05:12 AM,153
W98-201505,201505,W98,W98,"","","",600 Memorial Drive,"82,480.74","47,668.89","25,043.7",MIT,WEST,2.00,2,ACADEMIC,OWNED,AER,(NULL),91.00,1839800,1839800,42.35396,-71.10665,"762,489.85176","2,954,255.53273",W98,"",BUILDING W98,"",06/30/08 12:00 AM,"",12/01/14 05:12 AM,511
W89-201505,201505,W89,W89,"","","",MIT Police,"14,909.35","7,669.85","4,956.87",MIT,WEST,0.00,0,SERVICE,OWNED,AER,UGB,27.90,1838900,1838900,42.35554,-71.10467,"763,020.16356","2,954,834.93537",W89,"",MIT POLICE,12/31/48 12:00 AM,01/19/01 12:00 AM,03/08/06 12:00 AM,12/01/14 05:12 AM,83
7A-201505,201505,7A,7A,"","","",Rotch Library Extension,"18,501.98","14,974.7","2,388.47",MIT,MAIN GROUP,2.00,2,ACADEMIC,OWNED,AER,UGA3,77.00,1810700,1810700,42.3595,-71.09319,"766,116.10803","2,956,291.65972",07A,"",ROTCH LIBRARY EXTENSION,12/31/89 12:00 AM,"",07/11/90 12:00 AM,12/01/14 05:12 AM,75
9-201505,201505,9,9,"","","",Building 9,"75,420.83","36,371.35","28,964.52",MIT,MAIN GROUP,2.00,2,ACADEMIC,OWNED,AER,UGBA3,83.90,1810900,1810900,42.35975,-71.09356,"766,016.18442","2,956,383.74995",09,"",BUILDING 9,04/01/66 12:00 AM,"",12/01/67 12:00 AM,12/01/14 05:12 AM,313
32-201505,201505,32,32,"","","",Ray and Maria Stata Center,"464,004.84","286,244.98","121,735.52",MIT,MAIN GROUP,2.00,2,ACADEMIC,OWNED,AER,(NULL),140.00,1813200,1813200,42.3616,-71.09057,"766,821.93193","2,957,060.62685",32,RAY STATA '57,STATA CENTER,"","",03/19/04 12:00 AM,12/01/14 05:12 AM,"1,317"
36-201505,201505,36,36,"","","",Fairchild Buildings (36),"145,819.4","71,387.62","58,854.35",MIT,MAIN GROUP,2.00,2,ACADEMIC,OWNED,AER,UGB,117.40,1813600,1813600,42.36144,-71.09167,"766,525.17993","2,957,001.07625",36,SHERMAN M. FAIRCHILD,FAIRCHILD BUILDING (36),04/12/71 12:00 AM,"",10/01/73 12:00 AM,12/01/14 05:12 AM,587
44-201505,201505,44,44,"","","",Cyclotron,"16,118.61","11,616.29","2,717.2",MIT,MAIN GROUP,2.00,2,ACADEMIC,OWNED,AER,UGB,29.50,1814400,1814400,42.36161,-71.09247,"766,307.82009","2,957,061.83281",44,"",CYCLOTRON,12/31/38 12:00 AM,"",12/31/39 12:00 AM,12/01/14 05:12 AM,48
6-201505,201505,6,6,"","","",George Eastman Research,"88,826.92","53,881.73","22,701.76",MIT,MAIN GROUP,2.00,2,ACADEMIC,OWNED,AER,UGBA3,81.40,1810600,1810600,42.35954,-71.09045,"766,856.28273","2,956,310.85519",06,GEORGE EASTMAN,EASTMAN LABORATORIES,12/31/31 12:00 AM,"",12/31/33 12:00 AM,12/01/14 05:12 AM,312
64G-201505,201505,64G,64G,64,EAST CAMPUS: WALCOTT BEMIS GOODALE,Alumni Houses: Walcott Bemis Goodale,Alumni Houses: Goodale,"24,787.4","17,041.11","5,242",MIT,MAIN GROUP,2.00,2,RESIDENT,OWNED,DHOA,(NULL),"","","","","","","",64G,CHARLES WARREN GOODALE,EAST CAMPUS: GOODALE,"","","",12/01/14 05:12 AM,108
6B-201505,201505,6B,6B,"","","",Solvent Storage,"1,680.39",643.66,874.79,MIT,MAIN GROUP,0.00,0,SERVICE,OWNED,AER,UGHH,11.70,1810600,1810600,42.35941,-71.09067,"766,797.02686","2,956,263.93869",06B,"",SOLVENT STORAGE,12/31/20 12:00 AM,"",12/31/21 12:00 AM,12/01/14 05:12 AM,4
E15-201505,201505,E15,E15,"","","",Wiesner Building,"120,331.42","78,968.75","32,381.88",MIT,EAST,2.00,2,ACADEMIC,OWNED,AER,UGA3B,68.50,1821500,1821500,42.36084,-71.08763,"767,616.12841","2,956,788.11385",E15,JEROME BERT WIESNER,WIESNER BUILDING,01/01/82 12:00 AM,"",09/01/84 12:00 AM,12/01/14 05:12 AM,460
E38-201505,201505,E38,E38,"","","",Suffolk Building,"66,530.75","48,405.66","12,395.89",MIT,EAST,2.00,2,ACADEMIC,OWNED,AER,UGB,82.70,1823800,1823800,42.36215,-71.08588,"768,088.49022","2,957,268.40191",E38,"",SUFFOLK BUILDING,12/31/20 12:00 AM,11/04/74 12:00 AM,09/01/68 12:00 AM,12/01/14 05:12 AM,375
E39-201505,201505,E39,E39,"","","",290 Main Street,"27,661.19","22,245.34","1,390.09",MIT,EAST,2.00,2,ACADEMIC,LEASED,AER,UGBM,42.30,1823900,1823900,42.3621,-71.08548,"768,196.98498","2,957,251.03856",E39,"",290 MAIN STREET,"",11/01/67 12:00 AM,11/17/86 12:00 AM,12/01/14 05:12 AM,172
E48-201505,201505,E48,E48,"","","",Building E48,"44,321.76","37,171.31",708.42,MIT,EAST,2.00,2,SERVICE,LEASED,AER,UGB,113.90,"","",42.36207,-71.08473,"768,398.03607","2,957,239.17856",E48,"",BUILDING E48,"",09/15/61 12:00 AM,08/01/89 12:00 AM,12/01/14 05:12 AM,243
N57-201505,201505,N57,N57,"","","",Building N57,"46,633.25","41,521.21","2,815.06",MIT,NORTH,2.00,2,SERVICE,OWNED,AER,UGBS1,78.20,1855700,1855700,42.36301,-71.09883,"764,586.83377","2,957,565.55768",N57,"",BUILDING N57,12/31/22 12:00 AM,09/01/80 12:00 AM,"",12/01/14 05:12 AM,52
N9-201505,201505,N9,N9,"","","",Superconducting Generator Test Facility,"5,957.13","5,352.27",153.75,MIT,NORTH,1.00,1,ACADEMIC,OWNED,AER,UGB,32.70,1850900,1850900,42.36095,-71.09519,"765,573.01373","2,956,820.15089",N09,"",SUPERCONDUCTING TEST FACILITY,"","",12/31/78 12:00 AM,12/01/14 05:12 AM,14
NE123A-201505,201505,NE123A,NE123A,"","","",300 Bent Street,"1,812.03",439.51,0,MIT,NORTHEAST,2.00,2,SERVICE,LEASED,OTH,(NULL),0.00,"","",42.36736,-71.08675,922.3372,922.3372,NE123A,"",300 BENT STREET,03/21/14 12:00 AM,"","",12/01/14 05:12 AM,5
NE35-201505,201505,NE35,NE35,"","","",145 Broadway,"9,525.85","8,264.35",0,MIT,NORTHEAST,2.00,2,ACADEMIC,LEASED,AER,(NULL),0.00,"","",42.36491,-71.08878,922.3372,922.3372,NE35,"",145 BROADWAY,03/21/14 12:00 AM,"","",12/01/14 05:12 AM,43
NE47-201505,201505,NE47,NE47,"","","",500 Technology Square,"68,295.01","58,587.97","2,086.13",MIT,NORTHEAST,2.00,2,ACADEMIC,LEASED,AER,(NULL),148.00,1854500,1854500,42.36346,-71.09258,"766,274.78568","2,957,738.70843",NE47,"",500 TECHNOLOGY SQUARE,"","","",12/01/14 05:12 AM,232
NE48-201505,201505,NE48,NE48,"","","",700 Technology Square,"8,043.73","6,437.3",797.4,MIT,NORTHEAST,2.00,2,ACADEMIC,LEASED,AER,(NULL),84.40,1854800,1854800,42.36403,-71.09273,"766,234.21735","2,957,945.00622",NE48,"",700 TECHNOLOGY SQUARE,"","","",12/01/14 05:12 AM,52
OC19A-201505,201505,OC19A,OC19A,"","","",Bates LINAC: Administration Bldg,"6,766.98","5,452.11",715.94,BATES,OFFCAMPUS,1.00,1,ACADEMIC,OWNED,AER,(NULL),"",1876000,1876000,42.59904,-70.98094,"795,922.70284","3,043,751.42551",OC19A,"",BATES LINAC: ADMINISTRATION BLDG,"","","",12/01/14 05:12 AM,34
OC19D-201505,201505,OC19D,OC19D,"","","",BATES LINAC: Warehouse #2,"7,760.09","7,211.92",0,BATES,OFFCAMPUS,1.00,1,ACADEMIC,OWNED,AER,(NULL),"",1876000,1876000,42.59713,-70.97935,"796,355.41193","3,043,057.8885",OC19D,"",BATES LINAC: WAREHOUSE #2,"","","",12/01/14 05:12 AM,3
W7-201505,201505,W7,W7,"","","",Everett Moore Baker House,"133,099.42","77,423.81","41,632.04",MIT,WEST,2.00,2,RESIDENT,OWNED,DHOA,UGR2,76.40,1345300,1345300,42.3567,-71.09579,"765,418.63265","2,955,268.6408",W07,EVERETT MOORE BAKER,BAKER HOUSE,10/01/47 12:00 AM,"",12/31/49 12:00 AM,12/01/14 05:12 AM,497
OC19N-201505,201505,OC19N,OC19N,"","","",BATES LINAC: Warehouse #3,"8,141.95","7,683.4",143.22,BATES,OFFCAMPUS,1.00,1,ACADEMIC,OWNED,AER,(NULL),"",1876000,1876000,"","","","",OC19N,"",BATES LINAC: WAREHOUSE #3,"","","",12/01/14 05:12 AM,13
OC19Q-201505,201505,OC19Q,OC19Q,"","","",BATES LINAC: Water Tower,241.54,188.14,2.51,BATES,OFFCAMPUS,1.00,1,ACADEMIC,OWNED,AER,(NULL),"",1876000,1876000,"","","","",OC19Q,"",BATES LINAC: WATER TOWER,"","","",12/01/14 05:12 AM,3
OC1A-201505,201505,OC1A,OC1A,"","","",Edward Pennell Brooks Center,"15,136.28","9,683.6","3,351.5",END,OFFCAMPUS,1.00,1,ACADEMIC,OWNED,OTH,UGR1A3,"","","",42.25434,-71.19439,"738,903.0968","2,917,857.95057",OC01A,EDWARD PENNELL BROOKS,EDWARD PENNELL BROOKS CENTER,12/31/82 12:00 AM,"",12/31/83 12:00 AM,12/01/14 05:12 AM,115
